y_actual,y_pred,y_prob,top_3_features
0,0,0.0289349,"['Status_Scores', 'Total_Net_Paid', 'Renewal_Score_At_Release']"
0,1,0.05413648,"['Status_Scores', 'Total_Net_Paid', 'Band_Band F1']"
1,1,0.8002277,"['Status_Scores', 'stage_high_risk_flag', 'Anchoring_Score']"
0,0,0.0034767073,"['Status_Scores', 'Renewal_Score_At_Release', 'Payment_Timeframe']"
0,1,0.057425346,"['Status_Scores', 'Total_Net_Paid', 'Sustainability_Score']"
0,0,0.00046825444,"['Status_Scores', 'Sustainability_Score', 'Renewal_Score_At_Release']"
0,0,0.002468772,"['Status_Scores', 'Sustainability_Score', 'Current_Anchorings']"
0,0,0.008737542,"['Status_Scores', 'Total_Net_Paid', 'Renewal_Score_At_Release']"
1,1,0.9803687,"['Status_Scores', 'Total_Net_Paid', 'stage_high_risk_flag']"
0,0,0.04068735,"['Sustainability_Score', 'Status_Scores', 'Payment_Timeframe']"
0,0,0.0007028965,"['Status_Scores', 'Sustainability_Score', 'Tenure_Years']"
0,0,0.0052962224,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.00068834564,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,1,0.13746895,"['Status_Scores', 'Current_Anchorings', 'Sustainability_Score']"
0,0,0.017596811,"['Status_Scores', 'Total_Net_Paid', 'Current_World_Pay_Token']"
0,0,0.005958501,"['Status_Scores', 'Total_Net_Paid', 'Renewal_Score_At_Release']"
0,0,0.01559485,"['Status_Scores', 'Total_Net_Paid', 'Sustainability_Score']"
0,0,0.00725877,"['Status_Scores', 'Total_Net_Paid', 'Customer_Response_Risk_Low Risk']"
0,0,0.04959663,"['Status_Scores', 'Sustainability_Score', 'Tenure_Group_3']"
0,0,0.04270919,"['Status_Scores', 'Total_Net_Paid', 'Current_Anchorings']"
0,0,0.047838252,"['Status_Scores', 'Current_World_Pay_Token', 'Renewal_Score_At_Release']"
0,0,0.0009105145,"['Sustainability_Score', 'Status_Scores', 'Tenure_Years']"
0,0,0.020559475,"['Status_Scores', 'Total_Net_Paid', 'Customer_Response_Risk_Low Risk']"
0,0,0.028082231,"['Status_Scores', 'Sustainability_Score', 'Payment_Timeframe']"
0,0,0.0025622535,"['Status_Scores', 'Sustainability_Score', 'Anchoring_Score']"
0,0,0.00544704,"['Status_Scores', 'Sustainability_Score', 'Payment_Timeframe']"
0,0,0.0002666202,"['Sustainability_Score', 'Status_Scores', 'Tenure_Years']"
0,0,0.01098212,"['Status_Scores', 'Anchoring_Score', 'Renewal_Score_At_Release']"
0,0,0.00033436113,"['Status_Scores', 'Sustainability_Score', 'Call_attend_status_renewal']"
0,0,0.0010496465,"['Sustainability_Score', 'Status_Scores', 'Tenure_Years']"
0,0,0.022147952,"['Status_Scores', 'Renewal_Score_At_Release', 'Current_World_Pay_Token']"
0,0,0.045173083,"['Band_Band F', 'Status_Scores', 'Total_Net_Paid']"
0,0,0.00011115857,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,1,0.63405025,"['Status_Scores', 'Payment_Timeframe', 'stage_high_risk_flag']"
0,0,0.00076731434,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.009368711,"['Status_Scores', 'Sustainability_Score', 'Renewal_Score_At_Release']"
0,0,0.000105624786,"['Status_Scores', 'Sustainability_Score', 'Tenure_Years']"
0,0,0.0035223437,"['Status_Scores', 'Sustainability_Score', 'Current_World_Pay_Token']"
0,1,0.47139648,"['Status_Scores', 'Payment_Timeframe', 'Renewal_Score_At_Release']"
0,0,0.005018685,"['Status_Scores', 'Total_Net_Paid', 'Customer_Response_Risk_Low Risk']"
0,1,0.06512162,"['Status_Scores', 'Total_Net_Paid', 'Unnamed: 0']"
0,0,7.543638e-05,"['Status_Scores', 'Total_Net_Paid', 'Sustainability_Score']"
0,0,0.0015538262,"['Status_Scores', 'Band_Band F', 'Total_Net_Paid']"
0,0,0.0010709281,"['Status_Scores', 'Sustainability_Score', 'Tenure_Years']"
0,0,0.0031079075,"['Status_Scores', 'Sustainability_Score', 'Band_Band F1']"
0,0,0.03272549,"['Status_Scores', 'Tenure_Years', 'Total_Net_Paid']"
0,0,0.0010415908,"['Status_Scores', 'Sustainability_Score', 'Renewal_Score_At_Release']"
0,0,0.037505124,"['Sustainability_Score', 'Status_Scores', 'Total_Net_Paid']"
0,0,9.931379e-05,"['Status_Scores', 'Sustainability_Score', 'Payment_Timeframe']"
0,0,0.005930707,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.001996479,"['Status_Scores', 'Sustainability_Score', 'Renewal_Score_At_Release']"
0,0,0.016781863,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.0022001383,"['Sustainability_Score', 'Status_Scores', 'Total_Net_Paid']"
0,0,0.0039611035,"['Status_Scores', 'Total_Net_Paid', 'Sustainability_Score']"
0,0,0.011351274,"['Status_Scores', 'Sustainability_Score', 'Tenure_Years']"
1,1,0.99998736,"['Total_Net_Paid', 'Discount_Amount', 'Band_Band B']"
0,0,0.035319477,"['Status_Scores', 'Sustainability_Score', 'Tenure_Years']"
0,0,0.011004475,"['Tenure_Years', 'Status_Scores', 'Total_Net_Paid']"
0,1,0.08445556,"['Status_Scores', 'Band_Band F1', 'Total_Net_Paid']"
0,0,0.0021170387,"['Status_Scores', 'Sustainability_Score', 'Tenure_Years']"
0,0,0.012648539,"['Status_Scores', 'Payment_Timeframe', 'Tenure_Years']"
0,0,0.00095114356,"['Status_Scores', 'Tenure_Years', 'Sustainability_Score']"
0,0,0.0016778741,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.043076567,"['Status_Scores', 'Total_Net_Paid', 'Renewal_Score_At_Release']"
0,0,0.009180881,"['Status_Scores', 'Current_World_Pay_Token', 'Auto_Renewal_Score']"
0,0,0.0014403241,"['Sustainability_Score', 'Status_Scores', 'Tenure_Years']"
0,0,0.028878214,"['Tenure_Years', 'Total_Net_Paid', 'Status_Scores']"
0,0,0.002890495,"['Status_Scores', 'Sustainability_Score', 'Renewal_Score_At_Release']"
0,1,0.0694764,"['Status_Scores', 'Tenure_Years', 'Current_World_Pay_Token']"
0,0,0.00030335897,"['Status_Scores', 'Sustainability_Score', 'Call_attend_status_renewal']"
0,0,0.0007505911,"['Status_Scores', 'Sustainability_Score', 'Tenure_Years']"
0,0,0.016896598,"['Status_Scores', 'Renewal_Score_At_Release', 'Tenure_Years']"
0,0,0.008290014,"['Status_Scores', 'Sustainability_Score', 'Current_World_Pay_Token']"
0,0,0.0021126904,"['Status_Scores', 'Sustainability_Score', 'Tenure_Years']"
0,0,0.03308917,"['Status_Scores', 'Sustainability_Score', 'Customer_Response_Risk_Low Risk']"
0,0,0.010743992,"['Total_Net_Paid', 'Status_Scores', 'Tenure_Years']"
0,0,0.0026950354,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.00028776762,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.0016601597,"['Status_Scores', 'Sustainability_Score', 'Current_World_Pay_Token']"
0,0,0.0061998204,"['Sustainability_Score', 'Status_Scores', 'Total_Net_Paid']"
0,0,0.0006312958,"['Status_Scores', 'Sustainability_Score', 'Renewal_Score_At_Release']"
0,0,0.010497077,"['Status_Scores', 'Customer_Response_Risk_Low Risk', 'Current_World_Pay_Token']"
0,1,0.3982618,"['Status_Scores', 'Discount_Amount', 'Sustainability_Score']"
0,0,0.0028152475,"['Status_Scores', 'Sustainability_Score', 'Customer_Response_Risk_Low Risk']"
0,0,0.005040564,"['Status_Scores', 'Sustainability_Score', 'Tenure_Years']"
0,0,0.02009374,"['Status_Scores', 'Total_Net_Paid', 'Connection_Group_4-9']"
0,0,0.0031076667,"['Status_Scores', 'Sustainability_Score', 'Renewal_Score_At_Release']"
0,0,0.019987306,"['Status_Scores', 'Connection_Group_3', 'Sustainability_Score']"
0,0,0.04034148,"['Status_Scores', 'Total_Net_Paid', 'Payment_Timeframe']"
0,0,0.010545557,"['Status_Scores', 'Sustainability_Score', 'Current_Anchorings']"
0,0,0.0011257479,"['Status_Scores', 'Renewal_Score_At_Release', 'Total_Net_Paid']"
0,0,0.0013238171,"['Sustainability_Score', 'Status_Scores', 'Tenure_Years']"
0,0,0.0059479866,"['Status_Scores', 'Sustainability_Score', 'Tenure_Group_3']"
0,0,0.0022662028,"['Status_Scores', 'Sustainability_Score', 'Renewal_Score_At_Release']"
0,0,0.005961614,"['Status_Scores', 'Sustainability_Score', 'Current_World_Pay_Token']"
0,0,0.02417994,"['Sustainability_Score', 'Status_Scores', 'Total_Net_Paid']"
0,1,0.19368714,"['Tenure_Years', 'Renewal_Score_At_Release', 'Status_Scores']"
0,0,0.0260752,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.028920991,"['Status_Scores', 'Payment_Timeframe', 'Sustainability_Score']"
0,0,0.0005160059,"['Total_Net_Paid', 'Status_Scores', 'Sustainability_Score']"
1,1,0.5859749,"['Status_Scores', 'Payment_Timeframe', 'Anchoring_Score']"
0,0,0.009215002,"['Status_Scores', 'Sustainability_Score', 'Current_World_Pay_Token']"
0,0,0.002027474,"['Status_Scores', 'Sustainability_Score', 'Tenure_Years']"
0,0,0.00040714984,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.00036415184,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.014266301,"['Sustainability_Score', 'Status_Scores', 'Total_Net_Paid']"
0,0,0.01707447,"['Status_Scores', 'Sustainability_Score', 'Band_Band E']"
0,0,0.0024061815,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.0006243733,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.0027491655,"['Status_Scores', 'Tenure_Years', 'Band_Band F2']"
0,0,0.0023905106,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.013925697,"['Total_Net_Paid', 'Sustainability_Score', 'Status_Scores']"
0,0,0.034562167,"['Status_Scores', 'Current_World_Pay_Token', 'Renewal_Score_At_Release']"
0,0,0.024469374,"['Status_Scores', 'Renewal_Score_At_Release', 'Current_World_Pay_Token']"
0,0,0.013057585,"['Tenure_Years', 'Total_Net_Paid', 'Status_Scores']"
0,0,0.0011778695,"['Status_Scores', 'Sustainability_Score', 'Payment_Timeframe']"
0,1,0.84699225,"['Status_Scores', 'Band_Band B', 'Total_Net_Paid']"
1,1,0.97252256,"['Status_Scores', 'Competitor_Value_Comparison_renewal_not discussed', 'Band_Band B']"
0,0,0.004199234,"['Sustainability_Score', 'Status_Scores', 'Total_Net_Paid']"
1,1,0.9989196,"['Total_Net_Paid', 'Status_Scores', 'Band_Band F']"
0,0,0.01342247,"['Status_Scores', 'Sustainability_Score', 'Band_Band E']"
0,0,0.0010843668,"['Status_Scores', 'Total_Net_Paid', 'Customer_Response_Risk_Low Risk']"
0,0,0.021188436,"['Status_Scores', 'Renewal_Score_At_Release', 'Current_World_Pay_Token']"
0,0,0.00053486007,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
1,1,0.99510443,"['Total_Net_Paid', 'Status_Scores', 'Tenure_Years']"
0,0,0.031986557,"['Status_Scores', 'Total_Net_Paid', 'Current_World_Pay_Token']"
0,0,0.0023377324,"['Status_Scores', 'Tenure_Years', 'Total_Net_Paid']"
0,0,0.0067216204,"['Status_Scores', 'Total_Net_Paid', 'Current_World_Pay_Token']"
0,0,0.0061924737,"['Status_Scores', 'Sustainability_Score', 'Current_Anchorings']"
0,1,0.15530632,"['Status_Scores', 'Total_Net_Paid', 'Payment_Timeframe']"
0,0,5.6950314e-05,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,1,0.5391052,"['Status_Scores', 'Total_Net_Paid', 'Payment_Timeframe']"
0,1,0.111067176,"['Tenure_Years', 'Status_Scores', 'Payment_Timeframe']"
0,0,0.00023608787,"['Status_Scores', 'Sustainability_Score', 'Band_Band F']"
1,1,0.9984894,"['Total_Net_Paid', 'Discount_Amount', 'Status_Scores']"
0,0,0.019350985,"['Status_Scores', 'Customer_Response_Risk_Low Risk', 'Total_Net_Paid']"
0,0,0.0036820075,"['Tenure_Years', 'Status_Scores', 'Total_Net_Paid']"
0,0,0.001601148,"['Status_Scores', 'Sustainability_Score', 'cancel_flag']"
0,0,0.011761676,"['Status_Scores', 'Tenure_Years', 'Renewal_Score_At_Release']"
0,0,0.0009110781,"['Sustainability_Score', 'Status_Scores', 'Tenure_Years']"
0,1,0.10642699,"['Status_Scores', 'Connection_Group_2', 'Total_Net_Paid']"
0,0,0.0027134765,"['Status_Scores', 'Total_Net_Paid', 'Current_World_Pay_Token']"
0,0,0.00018519696,"['Status_Scores', 'Sustainability_Score', 'Tenure_Years']"
0,0,0.0019531241,"['Status_Scores', 'Total_Net_Paid', 'Renewal_Score_At_Release']"
1,1,0.9944652,"['Total_Net_Paid', 'Status_Scores', 'Tenure_Years']"
0,0,0.0022417062,"['Status_Scores', 'Sustainability_Score', 'Tenure_Years']"
0,0,0.017621072,"['Status_Scores', 'Renewal_Score_At_Release', 'Total_Net_Paid']"
0,0,0.013307894,"['Status_Scores', 'Total_Net_Paid', 'Current_World_Pay_Token']"
0,0,0.035098456,"['Status_Scores', 'Total_Net_Paid', 'Payment_Timeframe']"
0,0,0.010964204,"['Status_Scores', 'Tenure_Years', 'Renewal_Score_At_Release']"
0,0,0.0025988074,"['Status_Scores', 'Renewal_Score_At_Release', 'Sustainability_Score']"
0,0,0.0013289099,"['Status_Scores', 'Total_Net_Paid', 'Sustainability_Score']"
0,0,0.0007823455,"['Status_Scores', 'Sustainability_Score', 'Band_Band F']"
0,0,0.004253234,"['Status_Scores', 'Sustainability_Score', 'Customer_Response_Risk_Low Risk']"
0,1,0.461339,"['Status_Scores', 'Payment_Timeframe', 'Tenure_Years']"
0,1,0.7419467,"['Status_Scores', 'Renewal_Score_At_Release', 'Total_Net_Paid']"
1,1,0.9902407,"['Total_Net_Paid', 'Status_Scores', 'Tenure_Years']"
0,0,0.0050381017,"['Status_Scores', 'Call_attend_status_renewal', 'Total_Net_Paid']"
0,0,0.00012931095,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.00031867117,"['Sustainability_Score', 'Status_Scores', 'Tenure_Years']"
0,0,0.04810749,"['Status_Scores', 'Total_Net_Paid', 'Band_Band B']"
1,1,0.8549427,"['Status_Scores', 'Total_Net_Paid', 'Band_Band B']"
1,1,0.99298805,"['Total_Net_Paid', 'Status_Scores', 'Band_Band C1']"
0,0,0.02184497,"['Status_Scores', 'Sustainability_Score', 'Discount_Amount']"
0,0,0.00844219,"['Status_Scores', 'Sustainability_Score', 'Band_Band F1']"
0,0,0.002187629,"['Status_Scores', 'Tenure_Years', 'Connection_Group_4-9']"
0,0,0.023641078,"['Status_Scores', 'Total_Net_Paid', 'Renewal_Score_At_Release']"
0,0,0.019632317,"['Tenure_Years', 'Total_Net_Paid', 'Status_Scores']"
1,1,0.68538934,"['Status_Scores', 'Total_Net_Paid', 'stage_high_risk_flag']"
1,1,0.9999192,"['Total_Net_Paid', 'Status_Scores', 'Band_Band B']"
1,1,0.86172754,"['Status_Scores', 'Total_Net_Paid', 'stage_high_risk_flag']"
0,0,0.0020504245,"['Sustainability_Score', 'Tenure_Years', 'Status_Scores']"
0,0,0.0115220705,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.008035065,"['Status_Scores', 'Sustainability_Score', 'Renewal_Score_At_Release']"
0,1,0.17027672,"['Status_Scores', 'Total_Net_Paid', 'stage_high_risk_flag']"
0,0,0.004826856,"['Sustainability_Score', 'Tenure_Years', 'Status_Scores']"
0,0,0.029184682,"['Status_Scores', 'Total_Net_Paid', 'Sustainability_Score']"
0,0,0.0016516352,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,1,0.68256515,"['Status_Scores', 'Payment_Timeframe', 'Renewal_Score_At_Release']"
0,0,0.0005003938,"['Status_Scores', 'Tenure_Years', 'Total_Net_Paid']"
0,1,0.49650818,"['Status_Scores', 'Payment_Timeframe', 'Total_Net_Paid']"
0,0,0.002645242,"['Sustainability_Score', 'Status_Scores', 'Total_Net_Paid']"
0,0,0.00095039123,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,1,0.51194197,"['Status_Scores', 'Payment_Timeframe', 'Discount_Amount']"
0,1,0.81182396,"['Status_Scores', 'Total_Net_Paid', 'Renewal_Score_At_Release']"
0,0,0.0032151777,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.0011848069,"['Sustainability_Score', 'Status_Scores', 'Total_Net_Paid']"
1,1,0.99963903,"['Discount_Amount', 'Total_Net_Paid', 'Status_Scores']"
0,0,0.019580554,"['Tenure_Years', 'Renewal_Score_At_Release', 'Total_Net_Paid']"
0,1,0.8603728,"['Status_Scores', 'Total_Net_Paid', 'Tenure_Years']"
0,0,0.0008843619,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.0007467527,"['Sustainability_Score', 'Tenure_Years', 'Total_Net_Paid']"
0,0,0.010503126,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.012024294,"['Status_Scores', 'Total_Net_Paid', 'Sustainability_Score']"
0,0,0.0066725775,"['Status_Scores', 'Band_Band F', 'Total_Net_Paid']"
0,0,0.0028610781,"['Status_Scores', 'Total_Net_Paid', 'Renewal_Score_At_Release']"
0,1,0.64039177,"['Status_Scores', 'Total_Net_Paid', 'Payment_Timeframe']"
0,0,0.040102582,"['Status_Scores', 'Payment_Timeframe', 'Discount_Amount']"
0,0,0.00282961,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,1,0.06300025,"['Status_Scores', 'Renewal_Score_At_Release', 'Tenure_Years']"
0,1,0.08735873,"['Status_Scores', 'Total_Net_Paid', 'Sustainability_Score']"
0,0,0.024430158,"['Status_Scores', 'Sustainability_Score', 'Tenure_Group_3']"
1,1,0.81709486,"['Total_Net_Paid', 'Status_Scores', 'Sustainability_Score']"
0,0,0.0056650415,"['Status_Scores', 'Total_Net_Paid', 'Tenure_Years']"
0,1,0.6128628,"['Status_Scores', 'Total_Net_Paid', 'Renewal_Score_At_Release']"
0,0,0.009227955,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.030173529,"['Total_Net_Paid', 'Status_Scores', 'Tenure_Years']"
0,0,0.013247577,"['Status_Scores', 'Renewal_Score_At_Release', 'Total_Net_Paid']"
0,0,0.028946297,"['Status_Scores', 'Total_Net_Paid', 'Current_Anchorings']"
0,0,0.002964156,"['Status_Scores', 'Sustainability_Score', 'Tenure_Years']"
0,0,0.02564994,"['Status_Scores', 'Total_Net_Paid', 'Current_World_Pay_Token']"
0,0,0.03544226,"['Status_Scores', 'Discount_Amount', 'stage_high_risk_flag']"
0,1,0.058416028,"['Sustainability_Score', 'Status_Scores', 'Total_Net_Paid']"
0,0,0.012241513,"['Status_Scores', 'Total_Net_Paid', 'Current_World_Pay_Token']"
0,0,0.0010271339,"['Status_Scores', 'Sustainability_Score', 'Band_Band F']"
0,0,0.0027299111,"['Sustainability_Score', 'Band_Band F', 'Status_Scores']"
0,0,0.026702473,"['Status_Scores', 'Customer_Response_Risk_Low Risk', 'Current_World_Pay_Token']"
0,0,0.00319744,"['Sustainability_Score', 'Status_Scores', 'Total_Net_Paid']"
0,0,0.0017020798,"['Sustainability_Score', 'Status_Scores', 'Total_Net_Paid']"
0,0,0.013621297,"['Tenure_Years', 'Status_Scores', 'Total_Net_Paid']"
0,0,0.0032955925,"['Status_Scores', 'Total_Net_Paid', 'Tenure_Years']"
1,1,0.9999064,"['Total_Net_Paid', 'Status_Scores', 'Band_Band B']"
0,1,0.060544144,"['Status_Scores', 'Payment_Timeframe', 'Sustainability_Score']"
0,0,0.0007471638,"['Sustainability_Score', 'Status_Scores', 'Tenure_Years']"
0,0,0.044830117,"['Status_Scores', 'Current_World_Pay_Token', 'Payment_Timeframe']"
0,0,0.0012097964,"['Status_Scores', 'Sustainability_Score', 'Band_Band F1']"
0,0,0.018146342,"['Sustainability_Score', 'Status_Scores', 'Total_Net_Paid']"
0,0,0.02308593,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
1,1,0.9998783,"['Total_Net_Paid', 'Status_Scores', 'Band_Band B']"
1,1,0.9999474,"['Total_Net_Paid', 'Band_Band B', 'Status_Scores']"
0,0,0.022801999,"['Status_Scores', 'Renewal_Score_At_Release', 'Current_World_Pay_Token']"
0,1,0.089760296,"['Status_Scores', 'Anchoring_Score', 'Total_Net_Paid']"
0,1,0.44818172,"['Status_Scores', 'Band_Band I', 'Payment_Timeframe']"
0,0,0.033334382,"['Status_Scores', 'Band_Band F1', 'Total_Net_Paid']"
1,1,0.9999156,"['Total_Net_Paid', 'Status_Scores', 'Band_Band B']"
1,1,0.9999957,"['Total_Net_Paid', 'Discount_Amount', 'Band_Band B']"
0,0,0.0042351494,"['Status_Scores', 'Tenure_Years', 'Renewal_Score_At_Release']"
0,0,0.01483507,"['Status_Scores', 'Total_Net_Paid', 'Renewal_Score_At_Release']"
1,1,0.99467814,"['Total_Net_Paid', 'Status_Scores', 'Renewal_Score_At_Release']"
0,0,0.0014361748,"['Status_Scores', 'Sustainability_Score', 'Anchoring_Score']"
0,0,0.0015594068,"['Tenure_Years', 'Payment_Timeframe', 'Total_Net_Paid']"
1,1,0.9999988,"['Total_Net_Paid', 'Discount_Amount', 'Band_Band B']"
0,0,0.00539447,"['Status_Scores', 'Sustainability_Score', 'Payment_Timeframe']"
0,0,0.019646319,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.018838793,"['Status_Scores', 'Total_Net_Paid', 'Current_World_Pay_Token']"
0,0,0.002444518,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.0025968072,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.0053102225,"['Status_Scores', 'Band_Band F', 'Total_Net_Paid']"
0,1,0.95200485,"['Status_Scores', 'Total_Net_Paid', 'Discount_Amount']"
1,1,0.79190826,"['Status_Scores', 'Renewal_Score_At_Release', 'stage_high_risk_flag']"
0,0,0.0053908587,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.004849716,"['Status_Scores', 'Sustainability_Score', 'Renewal_Score_At_Release']"
0,0,0.0055556465,"['Status_Scores', 'Renewal_Score_At_Release', 'Tenure_Years']"
0,0,0.0028625967,"['Status_Scores', 'Sustainability_Score', 'Renewal_Score_At_Release']"
0,0,0.0005769548,"['Status_Scores', 'Customer_Response_Risk_Low Risk', 'Current_World_Pay_Token']"
1,1,0.9834536,"['cancel_flag', 'Status_Scores', 'Total_Net_Paid']"
0,0,0.0034636273,"['Status_Scores', 'Customer_Response_Risk_Low Risk', 'Renewal_Score_At_Release']"
0,1,0.45825055,"['Status_Scores', 'Total_Net_Paid', 'Tenure_Years']"
0,0,0.0001935172,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.00026182237,"['Status_Scores', 'Total_Net_Paid', 'Sustainability_Score']"
0,0,0.0033016421,"['Status_Scores', 'Total_Net_Paid', 'Customer_Response_Risk_Low Risk']"
0,1,0.09516394,"['Status_Scores', 'Current_Auto_Renewal_Flag', 'Total_Net_Paid']"
0,0,0.0010507811,"['Band_Band F', 'Status_Scores', 'Tenure_Years']"
0,0,0.0027770915,"['Status_Scores', 'Sustainability_Score', 'Tenure_Years']"
1,1,0.99973196,"['Total_Net_Paid', 'Status_Scores', 'Band_Band B']"
0,1,0.28127882,"['Status_Scores', 'Sustainability_Score', 'Current_Auto_Renewal_Flag']"
0,0,0.014712001,"['Status_Scores', 'Current_World_Pay_Token', 'Payment_Timeframe']"
0,0,0.0064205183,"['Status_Scores', 'Sustainability_Score', 'Tenure_Years']"
0,0,0.0042177443,"['Status_Scores', 'Renewal_Score_At_Release', 'Payment_Timeframe']"
0,1,0.18142326,"['Status_Scores', 'Total_Net_Paid', 'Tenure_Years']"
0,1,0.64054835,"['Status_Scores', 'Total_Net_Paid', 'stage_high_risk_flag']"
0,0,0.0036940516,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
1,1,0.821673,"['Status_Scores', 'Tenure_Years', 'Anchoring_Score']"
0,0,0.0002752883,"['Status_Scores', 'Sustainability_Score', 'Renewal_Score_At_Release']"
0,0,0.0016402323,"['Status_Scores', 'Sustainability_Score', 'Tenure_Years']"
0,0,0.022746094,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.0013757645,"['Status_Scores', 'Sustainability_Score', 'Renewal_Score_At_Release']"
0,0,0.016831053,"['Tenure_Years', 'Status_Scores', 'Payment_Timeframe']"
0,0,0.0051549356,"['Status_Scores', 'Sustainability_Score', 'Current_Anchorings']"
0,0,0.020406285,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,1,0.3206434,"['Status_Scores', 'Total_Net_Paid', 'Renewal_Score_At_Release']"
0,0,0.0014248311,"['Status_Scores', 'Sustainability_Score', 'Tenure_Years']"
0,0,0.024165109,"['Status_Scores', 'Total_Net_Paid', 'Payment_Timeframe']"
0,1,0.070940524,"['Status_Scores', 'stage_high_risk_flag', 'Current_World_Pay_Token']"
0,0,0.0007506891,"['Sustainability_Score', 'Status_Scores', 'Tenure_Years']"
0,0,0.0030331237,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,1,0.060657557,"['Status_Scores', 'Total_Net_Paid', 'Band_Band F1']"
1,1,0.9991339,"['cancel_flag', 'Status_Scores', 'Band_Band B']"
0,0,9.38826e-05,"['Status_Scores', 'Total_Net_Paid', 'Sustainability_Score']"
1,1,0.992011,"['Total_Net_Paid', 'Status_Scores', 'Renewal_Score_At_Release']"
0,1,0.14859678,"['Status_Scores', 'Total_Net_Paid', 'Current_World_Pay_Token']"
0,0,0.0023919279,"['Sustainability_Score', 'Status_Scores', 'Tenure_Years']"
0,1,0.81831175,"['Status_Scores', 'Total_Net_Paid', 'Tenure_Years']"
0,1,0.62103087,"['Total_Net_Paid', 'Status_Scores', 'Current_World_Pay_Token']"
0,0,0.0005498255,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.0045720693,"['Sustainability_Score', 'Status_Scores', 'Total_Net_Paid']"
0,0,0.005773372,"['Status_Scores', 'Sustainability_Score', 'Tenure_Years']"
0,0,0.022456033,"['Status_Scores', 'Sustainability_Score', 'Renewal_Score_At_Release']"
0,0,0.01093968,"['Status_Scores', 'Total_Net_Paid', 'Current_World_Pay_Token']"
0,0,0.0002894731,"['Status_Scores', 'Tenure_Years', 'Total_Net_Paid']"
0,0,0.00905645,"['Status_Scores', 'Total_Net_Paid', 'Current_World_Pay_Token']"
0,0,0.0065081315,"['Sustainability_Score', 'Total_Net_Paid', 'Payment_Timeframe']"
0,0,0.01342408,"['Status_Scores', 'Total_Net_Paid', 'Renewal_Score_At_Release']"
1,1,0.756051,"['Status_Scores', 'Total_Net_Paid', 'Payment_Timeframe']"
0,0,0.0011138874,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.0018578573,"['Status_Scores', 'Sustainability_Score', 'Current_World_Pay_Token']"
0,0,0.015994746,"['Status_Scores', 'Total_Net_Paid', 'Band_Band F1']"
0,0,0.0062211095,"['Status_Scores', 'Sustainability_Score', 'Current_World_Pay_Token']"
0,0,0.012562393,"['Status_Scores', 'Sustainability_Score', 'Call_attend_status_renewal']"
