Co_Ref,Renewal_Month,Discount_Amount,Sustainability_Score,Total_Renewal_Score_New,Last_Years_Price,Auto_Renewal_Score,Status_Scores,Anchoring_Score,Tenure_Scores,Proforma_Auto_Renewal,Proforma_World_Pay_Token,Proforma_Date,Current_Anchorings,Current_Anchor_List,Payment_Timeframe,Registration_Date,Proforma_Account_Stage,Proforma_Audit_Status,Current_Auto_Renewal_Flag,Current_World_Pay_Token,Renewal_Score_At_Release,Proforma_Membership_Status,Proforma_Approved_Lists,Tenure_Years,Band,Prospect_Renewal_Date,Closed_Date,Prospect_Status,Starting_Net,Starting_Vat,Starting_Gross,Starting_Membership_Net,Starting_Package_Net,Starting_PQQ_Net,Gross,Membership_Net,Package_Net,PQQNet,Total_Net_Paid,Prospect_Outcome,Payment_Method,Amount,Total_Amount,Connection_Group,Tenure_Group,#_of_Connection,Last_Renewal,Last_Band,Last_Total_Net_Paid,Last_Connections,Anchor_Group,Renewal_Year,DateTime_Out
UW4128,01-04-2026,0,9.5,45.0,1139.0,9,9,9.0,8.5,True,True,10-02-2026,2,"Nestle UK Ltd, MTVH (Metropolitan Thames Valley Housing)",,17-04-2023,Published,Accredited,y,y,26.5,Accredited,2.0,3.0,Band C1,17-04-2026,,Renewal Proforma Sent,1139,227.8,1366.8,864,140,135,1366.8,864.0,140.0,135,,Open,UNKNOWN,1139,1139.0,2,3,2.0,01-04-2025,Band C1,919.0,1.0,2,2026,01-04-2026
FR2452,01-04-2026,0,9.5,46.0,1139.0,9,9,9.0,9.5,True,True,11-02-2026,2,"Gatwick Airport, Brake Bros Ltd",,25-04-2014,Published,Accredited,y,y,27.5,Accredited,2.0,12.0,Band C1,25-04-2026,,Renewal Proforma Sent,1139,227.8,1366.8,864,140,135,1366.8,864.0,140.0,135,,Open,UNKNOWN,1139,1139.0,2,4+,2.0,01-04-2025,Band C1,919.0,1.0,2,2026,01-04-2026
IU2078,01-04-2026,0,8.0,44.5,1139.0,9,9,9.0,9.5,True,True,11-02-2026,2,"FirstPort, Sloane Stanley Properties Ltd",,26-04-2010,Published,Accredited,y,y,27.5,Accredited,2.0,16.0,Band C1,27-04-2026,,Renewal Proforma Sent,1139,227.8,1366.8,864,140,135,1366.8,864.0,140.0,135,,Open,UNKNOWN,1139,1139.0,2,4+,2.0,01-04-2025,Band C1,919.0,2.0,2,2026,01-04-2026
MW0990,01-03-2026,0,8.0,43.0,1139.0,9,9,9.0,8.0,True,True,06-01-2026,2,"CBRE, Workplace Future Group Limited",,22-03-2024,Published,Accredited,y,y,26.5,Accredited,2.0,2.0,Band C1,22-03-2026,,Renewal Proforma Sent,1139,227.8,1366.8,864,140,135,1366.8,864.0,140.0,135,,Open,UNKNOWN,1139,1139.0,2,2,2.0,01-03-2025,Band C1,919.0,1.0,2,2026,01-03-2026
CT3043,01-04-2026,0,8.0,43.5,1139.0,8,9,9.0,9.5,True,False,11-02-2026,2,"Compass Group (Contractors), Strettons Ltd",,03-04-2009,Published,Accredited,y,n,27.5,Accredited,2.0,17.0,Band C1,04-04-2026,,Renewal Proforma Sent,1139,227.8,1366.8,864,140,135,1366.8,864.0,140.0,135,,Open,UNKNOWN,1139,1139.0,2,4+,2.0,01-04-2025,Band C1,919.0,3.0,2,2026,01-04-2026
HS9432,01-04-2026,0,8.0,44.5,1139.0,9,9,9.0,9.5,True,True,11-02-2026,2,"Knight Frank LLP, Savills Management Resources Ltd",,10-04-2017,Published,Accredited,y,y,27.5,Accredited,2.0,9.0,Band C1,10-04-2026,,Renewal Proforma Sent,1139,227.8,1366.8,864,140,135,1366.8,864.0,140.0,135,,Open,UNKNOWN,1139,1139.0,2,4+,2.0,01-04-2025,Band C1,919.0,2.0,2,2026,01-04-2026
ZX5728,01-03-2026,0,8.0,44.5,1139.0,9,9,9.0,9.5,True,True,09-01-2026,2,"JLL, OCS Group UK Limited",,24-03-2010,Published,Accredited,y,y,27.5,Accredited,2.0,16.0,Band C1,24-03-2026,,Renewal Proforma Sent,1139,227.8,1366.8,864,140,135,1366.8,864.0,140.0,135,,Open,UNKNOWN,1139,1139.0,2,4+,2.0,01-03-2025,Band C1,919.0,3.0,2,2026,01-03-2026
VG9165,01-04-2026,0,9.5,45.0,1139.0,8,9,9.0,9.5,True,False,11-02-2026,2,"Rendall & Rittner, BNP Paribas Real Estate",,16-04-2019,Published,Accredited,y,n,27.5,Accredited,2.0,7.0,Band C1,16-04-2026,,Renewal Proforma Sent,1139,227.8,1366.8,864,140,135,1366.8,864.0,140.0,135,,Open,UNKNOWN,1139,1139.0,2,4+,2.0,01-04-2025,Band C1,919.0,4.0,2,2026,01-04-2026
ZF7028,01-04-2026,0,9.5,46.0,1139.0,9,9,9.0,9.5,True,True,11-02-2026,2,"FirstPort, Bidwells LLP",,26-04-2017,Published,Accredited,y,y,27.5,Accredited,2.0,9.0,Band C1,26-04-2026,,Renewal Proforma Sent,1139,227.8,1366.8,864,140,135,1366.8,864.0,140.0,135,,Open,UNKNOWN,1139,1139.0,2,4+,2.0,01-04-2025,Band C1,919.0,2.0,2,2026,01-04-2026
RL7438,01-04-2026,0,9.0,43.5,1139.0,8,9,9.0,8.5,True,False,10-02-2026,2,"VP Plc, Campions Group Limited",,21-04-2023,Published,Accredited,y,n,26.5,Accredited,2.0,3.0,Band C1,21-04-2026,,Renewal Proforma Sent,1139,227.8,1366.8,864,140,135,1366.8,864.0,140.0,135,,Open,UNKNOWN,1139,1139.0,2,3,2.0,01-04-2025,Band C1,919.0,1.0,2,2026,01-04-2026
KW7837,01-04-2026,0,9.5,45.5,1139.0,9,9,9.0,9.0,True,True,11-02-2026,2,"OCS Group UK Limited, Knight Frank LLP",,23-04-2020,Published,Accredited,y,y,27.0,Accredited,2.0,6.0,Band C1,23-04-2026,,Renewal Proforma Sent,1139,227.8,1366.8,864,140,135,1366.8,864.0,140.0,135,,Open,UNKNOWN,1139,1139.0,2,4+,2.0,01-04-2025,Band C1,799.0,1.0,2,2026,01-04-2026
WN5314,01-05-2026,0,9.5,45.0,1139.0,9,9,9.0,8.5,True,True,06-03-2026,2,"FirstPort, Peabody Trust",,12-05-2023,Published,Accredited,y,y,26.5,Accredited,2.0,3.0,Band C1,12-05-2026,,Renewal Proforma Sent,1139,227.8,1366.8,864,140,135,1366.8,864.0,140.0,135,,Open,UNKNOWN,1139,1139.0,2,3,2.0,01-05-2025,Band C1,762.2,2.0,2,2026,01-05-2026
WU5552,01-04-2026,0,9.0,45.5,1139.0,9,9,9.0,9.5,True,True,11-02-2026,2,"CBRE, Gatwick Airport",,17-04-2019,Published,Accredited,y,y,27.5,Accredited,2.0,7.0,Band C1,17-04-2026,,Renewal Proforma Sent,1139,227.8,1366.8,864,140,135,1366.8,864.0,140.0,135,,Open,UNKNOWN,1139,1139.0,2,4+,2.0,01-04-2025,Band C1,762.2,0.0,2,2026,01-04-2026
NG7025,01-04-2026,0,9.0,43.5,1139.0,9,9,9.0,7.5,True,True,10-02-2026,2,"Next Retail Ltd, Royal Mail Property and Facilities Solutions",,23-04-2025,Published,Accredited,y,y,25.0,Accredited,2.0,1.0,Band C1,23-04-2026,,Renewal Proforma Sent,1139,227.8,1366.8,864,140,135,1366.8,864.0,140.0,135,,Open,UNKNOWN,1139,1139.0,2,1,2.0,,,,,2,2026,01-04-2026
NR4973,01-05-2026,0,8.0,43.5,1139.0,9,8,9.0,9.5,True,True,09-03-2026,2,"Kinleigh Ltd (Block Management Division), Lambert Smith Hampton Residential",,04-05-2016,Published,Accredited,y,y,27.5,Accredited,2.0,10.0,Band C1,04-05-2026,,Renewal Proforma Sent,1139,227.8,1366.8,864,140,135,1366.8,864.0,140.0,135,,Open,UNKNOWN,1139,1139.0,2,4+,2.0,01-05-2025,Band C1,799.0,2.0,2,2026,01-05-2026
YG8769,01-05-2026,0,9.5,45.5,1139.0,9,9,9.0,9.0,True,True,09-03-2026,2,"Mitie, Moto Hospitality Ltd",,19-05-2021,Published,Accredited,y,y,27.0,Accredited,2.0,5.0,Band C1,19-05-2026,,Renewal Proforma Sent,1139,227.8,1366.8,864,140,135,1366.8,864.0,140.0,135,,Open,UNKNOWN,1139,1139.0,2,4+,2.0,01-05-2025,Band C2,1069.0,2.0,2,2026,01-05-2026
IJ7045,01-05-2026,0,8.0,42.5,1139.0,8,9,9.0,8.5,True,False,06-03-2026,2,"Knight Frank LLP, Savills UK Limited",,02-05-2023,Published,Accredited,y,n,26.5,Accredited,2.0,3.0,Band C1,02-05-2026,,Renewal Proforma Sent,1139,227.8,1366.8,864,140,135,1366.8,864.0,140.0,135,,Open,UNKNOWN,1139,1139.0,2,3,2.0,01-05-2025,Band B,508.5,2.0,2,2026,01-05-2026
UA9918,01-03-2026,0,9.5,43.0,1139.0,8,9,9.0,7.5,True,False,,2,"Plentific, Notting Hill Genesis",,26-03-2025,Published,Accredited,y,n,25.0,Accredited,2.0,1.0,Band C1,26-03-2026,,Renewal Proforma Sent,1139,227.8,1366.8,864,140,135,1366.8,864.0,140.0,135,,Open,UNKNOWN,1139,1139.0,2,1,2.0,,,,,2,2026,01-03-2026
AU4542,01-04-2026,0,9.5,43.5,1139.0,8,9,9.0,8.0,True,False,11-02-2026,2,"G4S PLC, Star Academies",,23-04-2024,Published,Accredited,y,n,26.5,Accredited,2.0,2.0,Band C1,23-04-2026,,Renewal Proforma Sent,1139,227.8,1366.8,864,140,135,1366.8,864.0,140.0,135,,Open,UNKNOWN,1139,1139.0,2,2,2.0,01-04-2025,Band C2,1069.0,2.0,2,2026,01-04-2026
FT8905,01-04-2026,0,9.5,42.0,1139.0,9,7,9.0,7.5,True,True,10-02-2026,2,"Saint-Gobain Isover, British Gypsum",,08-04-2025,Published,Accredited,y,y,25.0,Accredited,2.0,1.0,Band C1,08-04-2026,,Renewal Proforma Sent,1139,227.8,1366.8,864,140,135,1366.8,864.0,140.0,135,,Open,UNKNOWN,1139,1139.0,2,1,2.0,,,,,2,2026,01-04-2026
IT6876,01-04-2026,0,8.0,43.0,1139.0,9,9,9.0,8.0,True,True,10-02-2026,2,"CBRE, OCS Group UK Limited",,11-04-2024,Published,Accredited,y,y,26.5,Accredited,2.0,2.0,Band C1,11-04-2026,,Renewal Proforma Sent,1139,227.8,1366.8,864,140,135,1366.8,864.0,140.0,135,,Open,UNKNOWN,1139,1139.0,2,2,2.0,01-04-2025,Band C2,1069.0,1.0,2,2026,01-04-2026
HN5957,01-04-2026,0,9.0,43.5,1139.0,9,9,9.0,7.5,True,True,11-02-2026,2,"Cardo Group Limited, DS Smith UK Limited",,10-04-2025,Published,Accredited,y,y,25.0,Accredited,2.0,1.0,Band C1,10-04-2026,,Renewal Proforma Sent,1139,227.8,1366.8,864,140,135,1366.8,864.0,140.0,135,,Open,UNKNOWN,1139,1139.0,2,1,2.0,,,,,2,2026,01-04-2026
WQ7437,01-05-2026,0,8.0,43.5,1139.0,8,9,9.0,9.5,True,False,09-03-2026,2,"CBRE, Data Installation Networking Services Ltd",,25-05-2018,Published,Accredited,y,n,27.5,Accredited,2.0,8.0,Band C1,25-05-2026,,Renewal Proforma Sent,1139,227.8,1366.8,864,140,135,1366.8,864.0,140.0,135,,Open,UNKNOWN,1139,1139.0,2,4+,2.0,01-05-2025,Band C2,1069.0,3.0,2,2026,01-05-2026
XM5508,01-05-2026,0,8.0,44.5,1139.0,9,9,9.0,9.5,True,True,10-03-2026,2,"Pepsico International UK, CBRE",,21-03-2018,Published,Accredited,y,y,27.5,Accredited,2.0,8.0,Band C1,21-05-2026,,Renewal Proforma Sent,1139,227.8,1366.8,864,140,135,1366.8,864.0,140.0,135,,Open,UNKNOWN,1139,1139.0,2,4+,2.0,01-05-2025,Band C1,799.0,2.0,2,2026,01-05-2026
PP3688,01-05-2026,0,9.5,43.0,16.5,9,8,9.0,7.5,True,True,06-03-2026,2,"CBRE, OCS Group UK Limited",,07-05-2025,Published,Accredited,y,y,25.0,Accredited,2.0,1.0,Band C1,07-05-2026,,Renewal Proforma Sent,999,199.8,1198.8,864,0,135,1198.8,864.0,0.0,135,,Open,UNKNOWN,999,999.0,2,1,2.0,,,,,2,2026,01-05-2026
CC2510,01-05-2026,0,9.5,44.0,999.0,8,9,9.0,8.5,True,False,06-03-2026,2,"Mitie, Vital Energi Ltd",,12-05-2022,Published,Accredited,y,n,27.0,Accredited,2.0,4.0,Band C1,12-05-2026,,Renewal Proforma Sent,999,199.8,1198.8,864,0,135,1198.8,864.0,0.0,135,,Open,UNKNOWN,999,999.0,2,4+,2.0,01-05-2025,Band D,954.2,2.0,2,2026,01-05-2026
CP1444,01-05-2026,0,8.0,43.5,999.0,8,9,9.0,9.5,True,False,09-03-2026,2,"mydentist, The British Land Company PLC",,04-05-2017,Published,Accredited,y,n,27.5,Accredited,2.0,9.0,Band C1,04-05-2026,,Renewal Proforma Sent,999,199.8,1198.8,864,0,135,1198.8,864.0,0.0,135,,Open,UNKNOWN,999,999.0,2,4+,2.0,01-05-2025,Band B,599.0,2.0,2,2026,01-05-2026
VQ1607,01-05-2026,0,9.5,45.0,999.0,8,9,9.0,9.5,False,False,09-03-2026,2,"CBRE, Lookers Motor Group Limited",,26-05-2017,Published,Accredited,y,n,27.5,Accredited,2.0,9.0,Band C1,26-05-2026,,Renewal Proforma Sent,999,199.8,1198.8,864,0,135,1198.8,864.0,0.0,135,,Open,UNKNOWN,999,999.0,2,4+,2.0,01-05-2025,Band C1,666.2,2.0,2,2026,01-05-2026
LE2449,01-04-2026,0,8.0,43.5,999.0,9,9,9.0,8.5,True,True,10-02-2026,2,"Sodexo Limited, Unilever UK Group Ltd",,11-04-2022,Published,Accredited,y,y,27.0,Accredited,2.0,4.0,Band C1,11-04-2026,,Renewal Proforma Sent,999,199.8,1198.8,864,0,135,1198.8,864.0,0.0,135,,Open,UNKNOWN,999,999.0,2,4+,2.0,01-04-2025,Band B,599.0,2.0,2,2026,01-04-2026
QE7268,01-04-2026,0,9.5,45.0,999.0,9,9,9.0,8.5,True,True,11-02-2026,2,"Knight Frank LLP, G4S PLC",,20-04-2023,Published,Accredited,y,y,26.5,Accredited,2.0,3.0,Band C1,20-04-2026,,Renewal Proforma Sent,999,199.8,1198.8,864,0,135,1198.8,864.0,0.0,135,,Open,UNKNOWN,999,999.0,2,3,2.0,01-04-2025,Band C2,949.0,2.0,2,2026,01-04-2026
SN9063,01-04-2026,0,9.5,45.0,999.0,8,9,9.0,9.5,False,False,11-02-2026,2,"Freshwater Group of Companies, P J Harte Ltd",,27-04-2011,Published,Accredited,y,n,27.5,Accredited,2.0,15.0,Band C1,27-04-2026,,Renewal Proforma Sent,999,199.8,1198.8,864,0,135,1198.8,864.0,0.0,135,,Open,UNKNOWN,999,999.0,2,4+,2.0,01-04-2025,Band C2,949.0,2.0,2,2026,01-04-2026
XT0085,01-05-2026,0,9.5,44.5,999.0,8,9,9.0,9.0,True,False,09-03-2026,2,"Bunzl Catering & Hospitality Division, Arnold Clark Automobiles Ltd",,18-05-2020,Published,Accredited,y,n,27.0,Accredited,2.0,6.0,Band C1,18-05-2026,,Renewal Proforma Sent,999,199.8,1198.8,864,0,135,1198.8,864.0,0.0,135,,Open,UNKNOWN,999,999.0,2,4+,2.0,01-05-2025,Band C1,639.0,2.0,2,2026,01-05-2026
XU9768,01-04-2026,0,8.0,44.0,999.0,9,9,9.0,9.0,True,True,11-02-2026,2,"Stark Building Materials UK Ltd, Touchstone",,20-04-2020,Published,Accredited,y,y,27.0,Accredited,2.0,6.0,Band C1,20-04-2026,,Renewal Proforma Sent,999,199.8,1198.8,864,0,135,1198.8,864.0,0.0,135,,Open,UNKNOWN,999,999.0,2,4+,2.0,01-04-2025,Band B,599.0,2.0,2,2026,01-04-2026
CX5917,01-05-2026,0,9.5,45.5,999.0,9,9,9.0,9.0,True,True,09-03-2026,2,"JFM Block & Estate Management, Unilever UK Group Ltd",,24-05-2021,Published,Accredited,y,y,27.0,Accredited,2.0,5.0,Band C1,24-05-2026,,Renewal Proforma Sent,999,199.8,1198.8,864,0,135,1198.8,864.0,0.0,135,,Open,UNKNOWN,999,999.0,2,4+,2.0,01-05-2025,Band B,599.0,1.0,2,2026,01-05-2026
MM7638,01-04-2026,0,9.5,45.0,999.0,8,9,9.0,9.5,True,False,11-02-2026,2,"Trinity Fire & Security Systems Ltd, Muller",,26-04-2010,Published,Accredited,y,n,27.5,Accredited,2.0,16.0,Band C1,27-04-2026,,Renewal Proforma Sent,999,199.8,1198.8,864,0,135,1198.8,864.0,0.0,135,,Open,UNKNOWN,999,999.0,2,4+,2.0,01-04-2025,Band B,599.0,2.0,2,2026,01-04-2026
OG2284,01-05-2026,0,9.5,44.0,999.0,9,9,9.0,7.5,True,True,06-03-2026,2,"CBRE, Mitie",,19-05-2025,Published,Accredited,y,y,25.0,Accredited,2.0,1.0,Band C1,19-05-2026,,Renewal Proforma Sent,999,199.8,1198.8,864,0,135,1198.8,864.0,0.0,135,,Open,UNKNOWN,999,999.0,2,1,2.0,,,,,2,2026,01-05-2026
DP2679,01-05-2026,0,8.0,43.5,999.0,8,9,9.0,9.5,True,False,09-03-2026,2,"British Gas, Lee Baron",,04-05-2018,Published,Accredited,y,n,27.5,Accredited,2.0,8.0,Band C1,04-05-2026,,Renewal Proforma Sent,999,199.8,1198.8,864,0,135,1198.8,864.0,0.0,135,,Open,UNKNOWN,999,999.0,2,4+,2.0,01-05-2025,Band C1,666.2,2.0,2,2026,01-05-2026
LC7704,01-04-2026,0,9.5,45.0,999.0,8,9,9.0,9.5,True,False,11-02-2026,2,"Bellrock Group, Highland Spring Limited",,30-04-2019,Published,Accredited,y,n,27.5,Accredited,2.0,7.0,Band C1,30-04-2026,,Renewal Proforma Sent,999,199.8,1198.8,864,0,135,1198.8,864.0,0.0,135,,Open,UNKNOWN,999,999.0,2,4+,2.0,01-04-2025,Band C1,666.2,2.0,2,2026,01-04-2026
NF8236,01-05-2026,0,8.0,44.5,999.0,9,9,9.0,9.5,True,True,10-03-2026,2,"Rendall & Rittner, Brenntag UK Limited",,29-05-2012,Published,Accredited,y,y,27.5,Accredited,2.0,14.0,Band C1,29-05-2026,,Renewal Proforma Sent,999,199.8,1198.8,864,0,135,1198.8,864.0,0.0,135,,Open,UNKNOWN,999,999.0,2,4+,2.0,01-05-2025,Band B,599.0,2.0,2,2026,01-05-2026
IJ2138,01-04-2026,0,9.5,46.0,999.0,9,9,9.0,9.5,True,True,11-02-2026,2,"Nestle UK Ltd, Greggs Plc",,23-04-2008,Published,Accredited,y,y,27.5,Accredited,2.0,18.0,Band C1,24-04-2026,,Renewal Proforma Sent,999,199.8,1198.8,864,0,135,1198.8,864.0,0.0,135,,Open,UNKNOWN,999,999.0,2,4+,2.0,01-04-2025,Band C1,799.0,2.0,2,2026,01-04-2026
KM0412,01-04-2026,0,9.5,45.5,999.0,9,9,9.0,9.0,True,True,11-02-2026,2,"Housing21, OUTCO Limited",,27-04-2021,Published,Accredited,y,y,27.0,Accredited,2.0,5.0,Band C1,27-04-2026,,Renewal Proforma Sent,999,199.8,1198.8,864,0,135,1198.8,864.0,0.0,135,,Open,UNKNOWN,999,999.0,2,4+,2.0,01-04-2025,Band C1,799.0,2.0,2,2026,01-04-2026
ZH0327,01-04-2026,0,9.5,45.5,999.0,9,9,9.0,9.0,True,True,11-02-2026,2,"Learnd UK Limited, Lancer Scott Limited",,28-04-2020,Published,Accredited,y,y,27.0,Accredited,2.0,6.0,Band C1,28-04-2026,,Renewal Proforma Sent,999,199.8,1198.8,864,0,135,1198.8,864.0,0.0,135,,Open,UNKNOWN,999,999.0,2,4+,2.0,01-04-2025,Band C1,799.0,2.0,2,2026,01-04-2026
EH8229,01-04-2026,0,8.0,44.0,999.0,9,9,9.0,9.0,True,True,11-02-2026,2,"CBRE, Etex Building Performance Ltd",,09-04-2020,Published,Accredited,y,y,27.0,Accredited,2.0,6.0,Band C1,09-04-2026,,Renewal Proforma Sent,999,199.8,1198.8,864,0,135,1198.8,864.0,0.0,135,,Open,UNKNOWN,999,999.0,2,4+,2.0,01-04-2025,Band C1,799.0,2.0,2,2026,01-04-2026
BP6262,01-04-2026,0,9.5,46.0,999.0,9,9,9.0,9.5,True,True,11-02-2026,2,"Rendall & Rittner, Otis Ltd",,20-04-2018,Published,Accredited,y,y,27.5,Accredited,2.0,8.0,Band C1,20-04-2026,,Renewal Proforma Sent,999,199.8,1198.8,864,0,135,1198.8,864.0,0.0,135,,Open,UNKNOWN,999,999.0,2,4+,2.0,01-04-2025,Band C1,799.0,2.0,2,2026,01-04-2026
SH8645,01-04-2026,0,9.5,46.0,999.0,9,9,9.0,9.5,True,True,11-02-2026,2,"Muller, The Abbeyfield Society",,26-04-2016,Published,Accredited,y,y,27.5,Accredited,2.0,10.0,Band C1,26-04-2026,,Renewal Proforma Sent,999,199.8,1198.8,864,0,135,1198.8,864.0,0.0,135,,Open,UNKNOWN,999,999.0,2,4+,2.0,01-04-2025,Band C1,799.0,2.0,2,2026,01-04-2026
EX8401,01-04-2026,0,9.5,46.0,999.0,9,9,9.0,9.5,True,True,11-02-2026,2,"Mitie, Carter Jonas LLP",,25-04-2016,Published,Accredited,y,y,27.5,Accredited,2.0,10.0,Band C1,25-04-2026,,Renewal Proforma Sent,999,199.8,1198.8,864,0,135,1198.8,864.0,0.0,135,,Open,UNKNOWN,999,999.0,2,4+,2.0,01-04-2025,Band C1,799.0,2.0,2,2026,01-04-2026
IN3485,01-04-2026,0,8.0,44.5,999.0,9,9,9.0,9.5,True,True,11-02-2026,2,"KP Snacks Ltd, Next Retail Ltd",,22-04-2010,Published,Accredited,y,y,27.5,Accredited,2.0,16.0,Band C1,23-04-2026,,Renewal Proforma Sent,999,199.8,1198.8,864,0,135,1198.8,864.0,0.0,135,,Open,UNKNOWN,999,999.0,2,4+,2.0,01-04-2025,Band C1,799.0,2.0,2,2026,01-04-2026
QP9986,01-04-2026,0,9.5,44.5,999.0,9,9,9.0,8.0,True,True,11-02-2026,2,"Carter Jonas LLP, Winvic Construction Limited (Sub-Contractors)",,15-04-2024,Published,Accredited,y,y,26.5,Accredited,2.0,2.0,Band C1,15-04-2026,,Renewal Proforma Sent,999,199.8,1198.8,864,0,135,1198.8,864.0,0.0,135,,Open,UNKNOWN,999,999.0,2,2,2.0,01-04-2025,Band C1,799.0,2.0,2,2026,01-04-2026
RX5545,01-04-2026,0,9.5,46.0,999.0,9,9,9.0,9.5,True,True,11-02-2026,2,"Alton Towers Resort Operations Limited, Merlin Group",,26-04-2018,Published,Accredited,y,y,27.5,Accredited,2.0,8.0,Band C1,26-04-2026,,Renewal Proforma Sent,999,199.8,1198.8,864,0,135,1198.8,864.0,0.0,135,,Open,UNKNOWN,999,999.0,2,4+,2.0,01-04-2025,Band C1,799.0,2.0,2,2026,01-04-2026
FY3704,01-04-2026,0,9.5,46.0,999.0,9,9,9.0,9.5,True,True,11-02-2026,2,"CBRE, Sodexo Limited",,30-04-2019,Published,Accredited,y,y,27.5,Accredited,2.0,7.0,Band C1,30-04-2026,,Renewal Proforma Sent,999,199.8,1198.8,864,0,135,1198.8,864.0,0.0,135,,Open,UNKNOWN,999,999.0,2,4+,2.0,01-04-2025,Band C1,799.0,2.0,2,2026,01-04-2026
CP1059,01-05-2026,0,8.0,44.5,999.0,9,9,9.0,9.5,True,True,09-03-2026,2,"Bizspace Ltd, Compass Group (Contractors)",,04-05-2017,Published,Accredited,y,y,27.5,Accredited,2.0,9.0,Band C1,04-05-2026,,Renewal Proforma Sent,999,199.8,1198.8,864,0,135,1198.8,864.0,0.0,135,,Open,UNKNOWN,999,999.0,2,4+,2.0,01-05-2025,Band C1,799.0,2.0,2,2026,01-05-2026
KB3093,01-05-2026,0,9.5,45.0,999.0,9,8,9.0,9.5,True,True,10-03-2026,2,"FirstPort, Regent Samsic",,26-05-2010,Published,Accredited,y,y,27.5,Accredited,2.0,16.0,Band C1,26-05-2026,,Renewal Proforma Sent,999,199.8,1198.8,864,0,135,1198.8,864.0,0.0,135,,Open,UNKNOWN,999,999.0,2,4+,2.0,01-05-2025,Band C1,799.0,2.0,2,2026,01-05-2026
KD3887,01-03-2026,0,8.0,44.5,999.0,9,9,9.0,9.5,True,True,07-01-2026,2,"Lambert Smith Hampton Residential, Konecranes Demag UK Ltd",,21-03-2016,Published,Accredited,y,y,27.5,Accredited,2.0,10.0,Band C1,21-03-2026,,Renewal Proforma Sent,999,199.8,1198.8,864,0,135,1198.8,864.0,0.0,135,,Open,UNKNOWN,999,999.0,2,4+,2.0,01-03-2025,Band C1,799.0,2.0,2,2026,01-03-2026
QD3007,01-05-2026,0,9.5,46.0,999.0,9,9,9.0,9.5,True,True,10-03-2026,2,"Mitie, Nestle UK Ltd",,07-05-2004,Published,Accredited,y,y,27.5,Accredited,2.0,22.0,Band C1,07-05-2026,,Renewal Proforma Sent,999,199.8,1198.8,864,0,135,1198.8,864.0,0.0,135,,Open,UNKNOWN,999,999.0,2,4+,2.0,01-05-2025,Band C1,799.0,2.0,2,2026,01-05-2026
AD1343,01-03-2026,0,8.0,42.5,999.0,8,9,9.0,8.5,True,False,06-01-2026,2,"CBRE, FirstPort",,28-03-2023,Published,Accredited,y,n,26.5,Accredited,2.0,3.0,Band C1,28-03-2026,,Renewal Proforma Sent,999,199.8,1198.8,864,0,135,1198.8,864.0,0.0,135,,Open,UNKNOWN,999,999.0,2,3,2.0,01-03-2025,Band C1,799.0,2.0,2,2026,01-03-2026
CW2067,01-05-2026,0,9.5,46.0,999.0,9,9,9.0,9.5,True,True,09-03-2026,2,"CBRE, Lancer Scott Limited",,22-05-2015,Published,Accredited,y,y,27.5,Accredited,2.0,11.0,Band C1,22-05-2026,,Renewal Proforma Sent,999,199.8,1198.8,864,0,135,1198.8,864.0,0.0,135,,Open,UNKNOWN,999,999.0,2,4+,2.0,01-05-2025,Band C1,799.0,2.0,2,2026,01-05-2026
GI5662,01-05-2026,0,9.5,45.0,999.0,9,9,9.0,8.5,True,True,06-03-2026,2,"CBRE, Lambert Smith Hampton Residential",,26-05-2022,Published,Accredited,y,y,27.0,Accredited,2.0,4.0,Band C1,26-05-2026,,Renewal Proforma Sent,999,199.8,1198.8,864,0,135,1198.8,864.0,0.0,135,,Open,UNKNOWN,999,999.0,2,4+,2.0,01-05-2025,Band C1,799.0,2.0,2,2026,01-05-2026
ID3519,01-05-2026,0,9.5,46.0,999.0,9,9,9.0,9.5,True,True,09-03-2026,2,"Essity UK Ltd, Carlsberg Supply Company UK Limited",,20-05-2019,Published,Accredited,y,y,27.5,Accredited,2.0,7.0,Band C1,20-05-2026,,Renewal Proforma Sent,999,199.8,1198.8,864,0,135,1198.8,864.0,0.0,135,,Open,UNKNOWN,999,999.0,2,4+,2.0,01-05-2025,Band C1,799.0,2.0,2,2026,01-05-2026
NG5465,01-05-2026,0,9.5,45.5,999.0,9,9,9.0,9.0,True,True,09-03-2026,2,"CBRE, Harris Evolution Limited",,06-05-2021,Published,Accredited,y,y,27.0,Accredited,2.0,5.0,Band C1,06-05-2026,,Renewal Proforma Sent,999,199.8,1198.8,864,0,135,1198.8,864.0,0.0,135,,Open,UNKNOWN,999,999.0,2,4+,2.0,01-05-2025,Band C1,799.0,2.0,2,2026,01-05-2026
TE2218,01-05-2026,0,8.0,43.5,999.0,9,9,9.0,8.5,True,True,06-03-2026,2,"DS Smith UK Limited, Anabas (UK2) Ltd",,16-05-2022,Published,Accredited,y,y,27.0,Accredited,2.0,4.0,Band C1,16-05-2026,,Renewal Proforma Sent,999,199.8,1198.8,864,0,135,1198.8,864.0,0.0,135,,Open,UNKNOWN,999,999.0,2,4+,2.0,01-05-2025,Band C1,799.0,2.0,2,2026,01-05-2026
