Co_Ref,Renewal_Month,Discount_Amount,Sustainability_Score,Total_Renewal_Score_New,Last_Years_Price,Auto_Renewal_Score,Status_Scores,Anchoring_Score,Tenure_Scores,Proforma_Auto_Renewal,Proforma_World_Pay_Token,Proforma_Date,Current_Anchorings,Current_Anchor_List,Payment_Timeframe,Registration_Date,Proforma_Account_Stage,Proforma_Audit_Status,Current_Auto_Renewal_Flag,Current_World_Pay_Token,Renewal_Score_At_Release,Proforma_Membership_Status,Proforma_Approved_Lists,Tenure_Years,Band,Prospect_Renewal_Date,Closed_Date,Prospect_Status,Starting_Net,Starting_Vat,Starting_Gross,Starting_Membership_Net,Starting_Package_Net,Starting_PQQ_Net,Gross,Membership_Net,Package_Net,PQQNet,Total_Net_Paid,Prospect_Outcome,Payment_Method,Amount,Total_Amount,Connection_Group,Tenure_Group,#_of_Connection,Last_Renewal,Last_Band,Last_Total_Net_Paid,Last_Connections,Anchor_Group,Renewal_Year,DateTime_Out
AL6256,01-05-2026,0,8.0,42.0,999.0,8,9,9.0,8.0,True,False,06-03-2026,2,"AB Agri, Greencore",,31-05-2024,Published,Accredited,y,n,26.5,Accredited,2.0,2.0,Band C1,31-05-2026,,Renewal Proforma Sent,999,199.8,1198.8,864,0,135,1198.8,864.0,0.0,135,,Open,UNKNOWN,999,999.0,2,2,2.0,01-05-2025,Band C1,799.0,2.0,2,2026,01-05-2026
ST8686,01-05-2026,0,9.5,44.5,999.0,8,9,9.0,9.0,True,False,09-03-2026,2,"BNP Paribas Real Estate, Ashville Asset Management",,25-05-2021,Published,Accredited,y,n,27.0,Accredited,2.0,5.0,Band C1,25-05-2026,,Renewal Proforma Sent,999,199.8,1198.8,864,0,135,1198.8,864.0,0.0,135,,Open,UNKNOWN,999,999.0,2,4+,2.0,01-05-2025,Band C1,799.0,2.0,2,2026,01-05-2026
DX8252,01-05-2026,0,9.5,45.0,999.0,8,9,9.0,9.5,True,False,09-03-2026,2,"Bridgnorth Aluminium Ltd, Rolls-Royce",,27-05-2016,Published,Accredited,y,n,27.5,Accredited,2.0,10.0,Band C1,27-05-2026,,Renewal Proforma Sent,999,199.8,1198.8,864,0,135,1198.8,864.0,0.0,135,,Open,UNKNOWN,999,999.0,2,4+,2.0,01-05-2025,Band C1,799.0,2.0,2,2026,01-05-2026
FG4557,01-05-2026,0,9.5,46.0,999.0,9,9,9.0,9.5,True,True,10-03-2026,2,"Mitie, Carter Jonas LLP",,26-05-2010,Published,Accredited,y,y,27.5,Accredited,2.0,16.0,Band C1,26-05-2026,,Renewal Proforma Sent,999,199.8,1198.8,864,0,135,1198.8,864.0,0.0,135,,Open,UNKNOWN,999,999.0,2,4+,2.0,01-05-2025,Band C1,799.0,2.0,2,2026,01-05-2026
FI5285,01-05-2026,0,9.5,45.0,999.0,9,9,9.0,8.5,True,True,09-03-2026,2,"FirstPort, OUTCO Limited",,12-05-2022,Published,Accredited,y,y,27.0,Accredited,2.0,4.0,Band C1,12-05-2026,,Renewal Proforma Sent,999,199.8,1198.8,864,0,135,1198.8,864.0,0.0,135,,Open,UNKNOWN,999,999.0,2,4+,2.0,01-05-2025,Band C1,799.0,2.0,2,2026,01-05-2026
SH3805,01-05-2026,0,9.5,43.5,999.0,8,9,9.0,8.0,True,False,06-03-2026,2,"CBRE, Asda",,22-05-2024,Published,Accredited,y,n,26.5,Accredited,2.0,2.0,Band C1,22-05-2026,,Renewal Proforma Sent,999,199.8,1198.8,864,0,135,1198.8,864.0,0.0,135,,Open,UNKNOWN,999,999.0,2,2,2.0,01-05-2025,Band C1,799.0,2.0,2,2026,01-05-2026
VG0703,01-05-2026,0,9.5,46.0,999.0,9,9,9.0,9.5,True,True,09-03-2026,2,"Princes Ltd, BGEN",,23-05-2017,Published,Accredited,y,y,27.5,Accredited,2.0,9.0,Band C1,23-05-2026,,Renewal Proforma Sent,999,199.8,1198.8,864,0,135,1198.8,864.0,0.0,135,,Open,UNKNOWN,999,999.0,2,4+,2.0,01-05-2025,Band C1,799.0,1.0,2,2026,01-05-2026
IR3801,01-05-2026,0,9.5,46.0,999.0,9,9,9.0,9.5,True,True,09-03-2026,2,"Sodexo Limited, Piggott & Whitfield Ltd",,08-05-2019,Published,Accredited,y,y,27.5,Accredited,2.0,7.0,Band C1,08-05-2026,,Renewal Proforma Sent,999,199.8,1198.8,864,0,135,1198.8,864.0,0.0,135,,Open,UNKNOWN,999,999.0,2,4+,2.0,01-05-2025,Band C1,799.0,1.0,2,2026,01-05-2026
NM6723,01-04-2026,0,9.5,45.5,999.0,9,9,9.0,9.0,True,True,11-02-2026,2,"Mars Petcare UK Limited, Muller",,14-04-2021,Published,Accredited,y,y,27.0,Accredited,2.0,5.0,Band C1,14-04-2026,,Renewal Proforma Sent,999,199.8,1198.8,864,0,135,1198.8,864.0,0.0,135,,Open,UNKNOWN,999,999.0,2,4+,2.0,01-04-2025,Band C1,799.0,1.0,2,2026,01-04-2026
WC6321,01-05-2026,0,9.5,44.5,999.0,9,9,9.0,8.0,True,True,06-03-2026,2,"WHP Telecoms Limited, Cornerstone",,13-05-2024,Published,Accredited,y,y,26.5,Accredited,2.0,2.0,Band C1,13-05-2026,,Renewal Proforma Sent,999,199.8,1198.8,864,0,135,1198.8,864.0,0.0,135,,Open,UNKNOWN,999,999.0,2,2,2.0,01-05-2025,Band C1,799.0,1.0,2,2026,01-05-2026
XY5996,01-04-2026,0,9.5,45.5,999.0,9,9,9.0,9.0,True,True,11-02-2026,2,"Kinleigh Ltd (Block Management Division), JFM Block & Estate Management",,22-04-2021,Published,Accredited,y,y,27.0,Accredited,2.0,5.0,Band C1,22-04-2026,,Renewal Proforma Sent,999,199.8,1198.8,864,0,135,1198.8,864.0,0.0,135,,Open,UNKNOWN,999,999.0,2,4+,2.0,01-04-2025,Band C1,799.0,1.0,2,2026,01-04-2026
LB1145,01-05-2026,0,9.5,45.5,999.0,9,9,9.0,9.0,True,True,09-03-2026,2,"CBRE, Mecsia Group Limited",,15-05-2020,Published,Accredited,y,y,27.0,Accredited,2.0,6.0,Band C1,15-05-2026,,Renewal Proforma Sent,999,199.8,1198.8,864,0,135,1198.8,864.0,0.0,135,,Open,UNKNOWN,999,999.0,2,4+,2.0,01-05-2025,Band C1,799.0,1.0,2,2026,01-05-2026
RE9994,01-05-2026,0,9.5,44.5,999.0,9,9,9.0,8.0,True,True,06-03-2026,2,"Mecsia Group Limited, BGEN",,17-05-2024,Published,Accredited,y,y,26.5,Accredited,2.0,2.0,Band C1,17-05-2026,,Renewal Proforma Sent,999,199.8,1198.8,864,0,135,1198.8,864.0,0.0,135,,Open,UNKNOWN,999,999.0,2,2,2.0,01-05-2025,Band C1,799.0,1.0,2,2026,01-05-2026
SS5668,01-05-2026,0,8.0,43.5,999.0,8,9,9.0,9.5,True,False,10-03-2026,2,"OCS Group UK Limited, Gatwick Airport",,17-05-2011,Published,Accredited,y,n,27.5,Accredited,2.0,15.0,Band C1,17-05-2026,,Renewal Proforma Sent,999,199.8,1198.8,864,0,135,1198.8,864.0,0.0,135,,Open,UNKNOWN,999,999.0,2,4+,2.0,01-05-2025,Band C1,799.0,1.0,2,2026,01-05-2026
YW6853,01-04-2026,0,8.0,43.5,999.0,8,9,9.0,9.5,True,False,11-02-2026,2,"Inco Contracts Limited, Unilever UK Group Ltd",,30-04-2014,Published,Accredited,y,n,27.5,Accredited,2.0,12.0,Band C1,30-04-2026,,Renewal Proforma Sent,999,199.8,1198.8,864,0,135,1198.8,864.0,0.0,135,,Open,UNKNOWN,999,999.0,2,4+,2.0,01-04-2025,Band C1,799.0,1.0,2,2026,01-04-2026
OQ4024,01-05-2026,0,8.0,42.0,999.0,8,9,9.0,8.0,True,False,06-03-2026,2,"Cardo Group Limited, United Infrastructure Group",,15-05-2024,Published,Accredited,y,n,26.5,Accredited,2.0,2.0,Band C1,15-05-2026,,Renewal Proforma Sent,999,199.8,1198.8,864,0,135,1198.8,864.0,0.0,135,,Open,UNKNOWN,999,999.0,2,2,2.0,01-05-2025,Band C1,799.0,1.0,2,2026,01-05-2026
WG9432,01-04-2026,0,8.0,44.5,999.0,9,9,9.0,9.5,True,True,11-02-2026,2,"Knight Frank LLP, Freshwater Group of Companies",,10-04-2018,Published,Accredited,y,y,27.5,Accredited,2.0,8.0,Band C1,10-04-2026,,Renewal Proforma Sent,999,199.8,1198.8,864,0,135,1198.8,864.0,0.0,135,,Open,UNKNOWN,999,999.0,2,4+,2.0,01-04-2025,Band C1,799.0,1.0,2,2026,01-04-2026
WT2428,01-04-2026,0,9.5,45.0,999.0,8,9,9.0,9.5,False,False,11-02-2026,2,"CLS Holdings PLC, Fidum PM",,09-04-2019,Published,Accredited,y,n,27.5,Accredited,2.0,7.0,Band C1,09-04-2026,,Renewal Proforma Sent,999,199.8,1198.8,864,0,135,1198.8,864.0,0.0,135,,Open,UNKNOWN,999,999.0,2,4+,2.0,01-04-2025,Band C1,799.0,3.0,2,2026,01-04-2026
GC7378,01-05-2026,0,8.0,44.5,999.0,9,9,9.0,9.5,True,True,09-03-2026,2,"Anabas (UK2) Ltd, Solenis",,13-05-2016,Published,Accredited,y,y,27.5,Accredited,2.0,10.0,Band C1,13-05-2026,,Renewal Proforma Sent,999,199.8,1198.8,864,0,135,1198.8,864.0,0.0,135,,Open,UNKNOWN,999,999.0,2,4+,2.0,01-05-2025,Band C1,799.0,3.0,2,2026,01-05-2026
VN8796,01-04-2026,0,9.5,44.0,999.0,8,8,9.0,9.5,True,False,11-02-2026,2,"Arcus FM, Birmingham Airport",,05-04-2013,Published,Accredited,y,n,27.5,Accredited,2.0,13.0,Band C1,05-04-2026,,Renewal Proforma Sent,999,199.8,1198.8,864,0,135,1198.8,864.0,0.0,135,,Open,UNKNOWN,999,999.0,2,4+,2.0,01-04-2025,Band C1,799.0,3.0,2,2026,01-04-2026
KE7394,01-05-2026,0,8.0,44.5,999.0,9,9,9.0,9.5,True,True,10-03-2026,2,"CBRE, Caffe Nero Group Holding ltd",,25-05-2012,Published,Accredited,y,y,27.5,Accredited,2.0,14.0,Band C1,25-05-2026,,Renewal Proforma Sent,999,199.8,1198.8,864,0,135,1198.8,864.0,0.0,135,,Open,UNKNOWN,999,999.0,2,4+,2.0,01-05-2025,Band C1,799.0,3.0,2,2026,01-05-2026
OW5692,01-05-2026,0,9.5,44.0,999.0,8,9,9.0,8.5,True,False,10-03-2026,2,"Bellrock Group, D&G Block Management",,31-05-2022,Published,Accredited,y,n,27.0,Accredited,2.0,4.0,Band C1,31-05-2026,,Renewal Proforma Sent,999,199.8,1198.8,864,0,135,1198.8,864.0,0.0,135,,Open,UNKNOWN,999,999.0,2,4+,2.0,01-05-2025,Band C1,799.0,3.0,2,2026,01-05-2026
DP9376,01-04-2026,0,8.0,44.5,999.0,9,9,9.0,9.5,True,True,11-02-2026,2,"CBRE, Brake Bros Ltd",,28-04-2010,Published,Accredited,y,y,27.5,Accredited,2.0,16.0,Band C1,29-04-2026,,Renewal Proforma Sent,999,199.8,1198.8,864,0,135,1198.8,864.0,0.0,135,,Open,UNKNOWN,999,999.0,2,4+,2.0,01-04-2025,Band C1,799.0,3.0,2,2026,01-04-2026
ZU9268,01-05-2026,0,9.5,45.0,999.0,9,8,9.0,9.5,True,True,09-03-2026,2,"Moto Hospitality Ltd, The Celtic Manor Resort",,19-05-2016,Published,Accredited,y,y,27.5,Accredited,2.0,10.0,Band C1,19-05-2026,,Renewal Proforma Sent,999,199.8,1198.8,864,0,135,1198.8,864.0,0.0,135,,Open,UNKNOWN,999,999.0,2,4+,2.0,01-05-2025,Band C1,799.0,3.0,2,2026,01-05-2026
DB8584,01-04-2026,0,9.0,44.0,1524.0,9,9,9.0,8.0,True,True,10-02-2026,2,"Inco Contracts Limited, Ericsson Ltd",,30-04-2024,Published,Accredited,y,y,26.5,Accredited,2.0,2.0,Band D,30-04-2026,,Renewal Proforma Sent,1524,304.8,1828.8,1214,175,135,1828.8,1214.0,175.0,135,,Open,UNKNOWN,1524,1524.0,2,2,2.0,01-04-2025,Band D,1309.0,1.0,2,2026,01-04-2026
EB5636,01-03-2026,0,8.0,44.5,1524.0,9,9,9.0,9.5,True,True,09-01-2026,2,"Lancer Scott Limited, Inco Contracts Limited",,25-03-2014,Published,Accredited,y,y,27.5,Accredited,2.0,12.0,Band D,25-03-2026,,Renewal Proforma Sent,1524,304.8,1828.8,1214,175,135,1828.8,1214.0,175.0,135,,Open,UNKNOWN,1524,1524.0,2,4+,2.0,01-03-2025,Band D,1309.0,1.0,2,2026,01-03-2026
PV3176,01-04-2026,0,8.0,44.0,1524.0,9,9,9.0,9.0,True,True,11-02-2026,2,"Inco Contracts Limited, Briggs & Forrester Engineering Services",,17-04-2020,Published,Accredited,y,y,27.0,Accredited,2.0,6.0,Band D,17-04-2026,,Renewal Proforma Sent,1524,304.8,1828.8,1214,175,135,1828.8,1214.0,175.0,135,,Open,UNKNOWN,1524,1524.0,2,4+,2.0,01-04-2025,Band D,1309.0,1.0,2,2026,01-04-2026
QS8059,01-05-2026,0,9.5,45.5,1524.0,9,9,9.0,9.0,True,True,09-03-2026,2,"Inco Contracts Limited, Phosters (FM) Limited",,06-05-2020,Published,Accredited,y,y,27.0,Accredited,2.0,6.0,Band D,06-05-2026,,Renewal Proforma Sent,1524,304.8,1828.8,1214,175,135,1828.8,1214.0,175.0,135,,Open,UNKNOWN,1524,1524.0,2,4+,2.0,01-05-2025,Band D,1309.0,1.0,2,2026,01-05-2026
QU1974,01-05-2026,0,9.5,45.5,1524.0,9,9,9.0,9.0,True,True,09-03-2026,2,"Ilchester Estates, Campions Group Limited",,13-05-2020,Published,Accredited,y,y,27.0,Accredited,2.0,6.0,Band D,13-05-2026,,Renewal Proforma Sent,1524,304.8,1828.8,1214,175,135,1828.8,1214.0,175.0,135,,Open,UNKNOWN,1524,1524.0,2,4+,2.0,01-05-2025,Band D,1309.0,1.0,2,2026,01-05-2026
JG5735,01-05-2026,0,8.0,44.0,1524.0,9,9,9.0,9.0,True,True,09-03-2026,2,"OCS Group UK Limited, British Sugar",,06-05-2021,Published,Accredited,y,y,27.0,Accredited,2.0,5.0,Band D,06-05-2026,,Renewal Proforma Sent,1524,304.8,1828.8,1214,175,135,1828.8,1214.0,175.0,135,,Open,UNKNOWN,1524,1524.0,2,4+,2.0,01-05-2025,Band D,1309.0,1.0,2,2026,01-05-2026
VV4467,01-04-2026,0,9.0,44.0,1524.0,9,9,9.0,8.0,True,True,10-02-2026,2,"Winvic Construction Limited (Sub-Contractors), Premier Foods Group Limited",,22-04-2024,Published,Accredited,y,y,26.5,Accredited,2.0,2.0,Band D,22-04-2026,,Renewal Proforma Sent,1524,304.8,1828.8,1214,175,135,1828.8,1214.0,175.0,135,,Open,UNKNOWN,1524,1524.0,2,2,2.0,01-04-2025,Band D,1309.0,1.0,2,2026,01-04-2026
UR0197,01-04-2026,0,9.5,46.0,1524.0,9,9,9.0,9.5,True,True,11-02-2026,2,"Davies Repair, Sedgwick Repair Solutions UK Limited",,08-04-2014,Published,Accredited,y,y,27.5,Accredited,2.0,12.0,Band D,08-04-2026,,Renewal Proforma Sent,1524,304.8,1828.8,1214,175,135,1828.8,1214.0,175.0,135,,Open,UNKNOWN,1524,1524.0,2,4+,2.0,01-04-2025,Band D,1309.0,2.0,2,2026,01-04-2026
VQ2139,01-04-2026,0,9.5,44.5,1524.0,9,9,9.0,8.0,True,True,11-02-2026,2,"MTVH (Metropolitan Thames Valley Housing), The Co-operative",,15-04-2024,Published,Accredited,y,y,26.5,Accredited,2.0,2.0,Band D,15-04-2026,,Renewal Proforma Sent,1524,304.8,1828.8,1214,175,135,1828.8,1214.0,175.0,135,,Open,UNKNOWN,1524,1524.0,2,2,2.0,01-04-2025,Band D,1309.0,2.0,2,2026,01-04-2026
MO0898,01-05-2026,0,9.5,45.0,1524.0,8,9,9.0,9.5,True,False,10-03-2026,2,"GKN Aerospace Services Limited, McCain Foods (GB) Ltd",,24-05-2012,Published,Accredited,y,n,27.5,Accredited,2.0,14.0,Band D,24-05-2026,,Renewal Proforma Sent,1524,304.8,1828.8,1214,175,135,1828.8,1214.0,175.0,135,,Open,UNKNOWN,1524,1524.0,2,4+,2.0,01-05-2025,Band D,1309.0,3.0,2,2026,01-05-2026
IJ0419,01-05-2026,0,9.5,45.0,1524.0,9,9,9.0,8.5,True,True,06-03-2026,2,"Mitie, Bristol Airport",,22-05-2023,Published,Accredited,y,y,26.5,Accredited,2.0,3.0,Band D,22-05-2026,,Renewal Proforma Sent,1524,304.8,1828.8,1214,175,135,1828.8,1214.0,175.0,135,,Open,UNKNOWN,1524,1524.0,2,3,2.0,01-05-2025,Band D,1309.0,1.0,2,2026,01-05-2026
WV0256,01-05-2026,0,9.5,45.5,1524.0,9,9,9.0,9.0,True,True,09-03-2026,2,"Arriva Rail London, Openview Security Solutions Ltd",,29-05-2020,Published,Accredited,y,y,27.0,Accredited,2.0,6.0,Band D,29-05-2026,,Renewal Proforma Sent,1524,304.8,1828.8,1214,175,135,1828.8,1214.0,175.0,135,,Open,UNKNOWN,1524,1524.0,2,4+,2.0,01-05-2025,Band D,1309.0,1.0,2,2026,01-05-2026
DR1100,01-05-2026,0,9.5,44.0,1524.0,9,8,9.0,8.5,True,True,06-03-2026,2,"ABP UK, Veolia Water Technologies UK Ltd",,19-05-2023,Published,Accredited,y,y,26.5,Accredited,2.0,3.0,Band D,19-05-2026,,Renewal Proforma Sent,1524,304.8,1828.8,1214,175,135,1828.8,1214.0,175.0,135,,Open,UNKNOWN,1524,1524.0,2,3,2.0,01-05-2025,Band C2,1099.0,1.0,2,2026,01-05-2026
RH6578,01-04-2026,0,8.0,42.5,1524.0,9,9,9.0,7.5,True,True,10-02-2026,2,"United Infrastructure Group, Cardo Group Limited",,16-04-2025,Published,Accredited,y,y,25.0,Accredited,2.0,1.0,Band D,16-04-2026,,Renewal Proforma Sent,1524,304.8,1828.8,1214,175,135,1828.8,1214.0,175.0,135,,Open,UNKNOWN,1524,1524.0,2,1,2.0,,,,,2,2026,01-04-2026
US1820,01-05-2026,0,9.5,44.0,1524.0,9,9,9.0,7.5,True,True,06-03-2026,2,"Piggott & Whitfield Ltd, ZIGUP PLC",,15-05-2025,Published,Accredited,y,y,25.0,Accredited,2.0,1.0,Band D,15-05-2026,,Renewal Proforma Sent,1524,304.8,1828.8,1214,175,135,1828.8,1214.0,175.0,135,,Open,UNKNOWN,1524,1524.0,2,1,2.0,,,,,2,2026,01-05-2026
ES8030,01-05-2026,0,9.5,44.0,1524.0,9,9,9.0,7.5,True,True,06-03-2026,2,"Mitie, OCS Group UK Limited",,23-05-2025,Published,Accredited,y,y,25.0,Accredited,2.0,1.0,Band D,23-05-2026,,Renewal Proforma Sent,1524,304.8,1828.8,1214,175,135,1828.8,1214.0,175.0,135,,Open,UNKNOWN,1524,1524.0,2,1,2.0,,,,,2,2026,01-05-2026
ZU9393,01-05-2026,0,9.5,46.0,1524.0,9,9,9.0,9.5,True,True,09-03-2026,2,"Harris Evolution Limited, Cardo Group Limited",,14-05-2019,Published,Accredited,y,y,27.5,Accredited,2.0,7.0,Band D,14-05-2026,,Renewal Proforma Sent,1524,304.8,1828.8,1214,175,135,1828.8,1214.0,175.0,135,,Open,UNKNOWN,1524,1524.0,2,4+,2.0,01-05-2025,Band C2,1099.0,1.0,2,2026,01-05-2026
HU1820,01-03-2026,0,8.0,43.0,1524.0,9,9,9.0,8.0,True,True,06-01-2026,2,"SHW Partnership LLP, Shaw Healthcare LTD",,27-03-2024,Published,Accredited,y,y,26.5,Accredited,2.0,2.0,Band D,27-03-2026,,Renewal Proforma Sent,1524,304.8,1828.8,1214,175,135,1828.8,1214.0,175.0,135,,Open,UNKNOWN,1524,1524.0,2,2,2.0,01-03-2025,Band C2,1099.0,2.0,2,2026,01-03-2026
SI6815,01-04-2026,0,9.5,44.0,1524.0,9,9,9.0,7.5,True,True,10-02-2026,2,"British Sugar, Energy Power Resources Ltd",,29-04-2025,Published,Accredited,y,y,25.0,Accredited,2.0,1.0,Band D,29-04-2026,,Renewal Proforma Sent,1524,304.8,1828.8,1214,175,135,1828.8,1214.0,175.0,135,,Open,UNKNOWN,1524,1524.0,2,1,2.0,,,,,2,2026,01-04-2026
TZ3594,01-05-2026,0,9.5,44.0,1524.0,9,9,9.0,7.5,True,True,06-03-2026,2,"Bellrock Group, OCS Group UK Limited",,19-05-2025,Published,Accredited,y,y,25.0,Accredited,2.0,1.0,Band D,19-05-2026,,Renewal Proforma Sent,1524,304.8,1828.8,1214,175,135,1828.8,1214.0,175.0,135,,Open,UNKNOWN,1524,1524.0,2,1,2.0,,,,,2,2026,01-05-2026
BX7956,01-05-2026,0,9.5,44.0,16.5,8,9,9.0,8.5,True,False,06-03-2026,2,"Mitie, Biffa Waste Services Limited",,25-05-2022,Published,Accredited,y,n,27.0,Accredited,2.0,4.0,Band D,25-05-2026,,Renewal Proforma Sent,1489,297.8,1786.8,1214,140,135,1786.8,1214.0,140.0,135,,Open,UNKNOWN,1489,1489.0,2,4+,2.0,01-05-2025,Band D,1279.0,2.0,2,2026,01-05-2026
YE6056,01-04-2026,0,9.0,44.5,0.0,9,9,9.0,8.5,True,True,11-02-2026,2,"The North British Distillery Company Ltd, Kerry Ingredients",,20-04-2022,Published,Accredited,y,y,27.0,Accredited,2.0,4.0,Band D,20-04-2026,,Renewal Proforma Sent,1489,297.8,1786.8,1214,140,135,1786.8,1214.0,140.0,135,,Open,UNKNOWN,1489,1489.0,2,4+,2.0,01-04-2025,Band D,1279.0,1.0,2,2026,01-04-2026
HN4409,01-05-2026,0,9.5,46.0,1489.0,9,9,9.0,9.5,True,True,10-03-2026,2,"Bellrock Group, Ladbrokes Coral Group PLC",,28-05-2004,Published,Accredited,y,y,27.5,Accredited,2.0,22.0,Band D,28-05-2026,,Renewal Proforma Sent,1489,297.8,1786.8,1214,140,135,1786.8,1214.0,140.0,135,,Open,UNKNOWN,1489,1489.0,2,4+,2.0,01-05-2025,Band D,1279.0,2.0,2,2026,01-05-2026
SL4258,01-05-2026,0,9.5,46.0,1489.0,9,9,9.0,9.5,True,True,10-03-2026,2,"Rendall & Rittner, Knight Frank LLP",,06-05-2015,Published,Accredited,y,y,27.5,Accredited,2.0,11.0,Band D,06-05-2026,,Renewal Proforma Sent,1489,297.8,1786.8,1214,140,135,1786.8,1214.0,140.0,135,,Open,UNKNOWN,1489,1489.0,2,4+,2.0,01-05-2025,Band D,1279.0,2.0,2,2026,01-05-2026
TW6569,01-05-2026,0,8.0,43.5,1489.0,8,9,9.0,9.5,True,False,10-03-2026,2,"Teva UK Limited, Travis Perkins",,13-05-2011,Published,Accredited,y,n,27.5,Accredited,2.0,15.0,Band D,13-05-2026,,Renewal Proforma Sent,1489,297.8,1786.8,1214,140,135,1786.8,1214.0,140.0,135,,Open,UNKNOWN,1489,1489.0,2,4+,2.0,01-05-2025,Band D,1279.0,3.0,2,2026,01-05-2026
NF0588,01-05-2026,0,8.0,44.5,1489.0,9,9,9.0,9.5,True,True,10-03-2026,2,"CBRE, Sodexo Limited",,31-05-2012,Published,Accredited,y,y,27.5,Accredited,2.0,14.0,Band D,31-05-2026,,Renewal Proforma Sent,1489,297.8,1786.8,1214,140,135,1786.8,1214.0,140.0,135,,Open,UNKNOWN,1489,1489.0,2,4+,2.0,01-05-2025,Band D,1279.0,2.0,2,2026,01-05-2026
KO7889,01-05-2026,0,8.0,44.5,1489.0,9,9,9.0,9.5,True,True,10-03-2026,2,"CBRE, City Facilities Management Holding (UK) Limited",,07-05-2004,Published,Accredited,y,y,27.5,Accredited,2.0,22.0,Band D,07-05-2026,,Renewal Proforma Sent,1489,297.8,1786.8,1214,140,135,1786.8,1214.0,140.0,135,,Open,UNKNOWN,1489,1489.0,2,4+,2.0,01-05-2025,Band D,1279.0,5.0,2,2026,01-05-2026
OY7441,01-05-2026,0,8.0,43.5,1489.0,8,9,9.0,9.5,True,False,10-03-2026,2,"FirstPort, Vital Energi Ltd",,12-05-2009,Published,Accredited,y,n,27.5,Accredited,2.0,17.0,Band D,12-05-2026,,Renewal Proforma Sent,1489,297.8,1786.8,1214,140,135,1786.8,1214.0,140.0,135,,Open,UNKNOWN,1489,1489.0,2,4+,2.0,01-05-2025,Band D,1279.0,3.0,2,2026,01-05-2026
VT6179,01-05-2026,0,9.5,45.0,1489.0,8,9,9.0,9.5,True,False,10-03-2026,2,"Weetabix Ltd, Bridgnorth Aluminium Ltd",,05-05-2016,Published,Accredited,y,n,27.5,Accredited,2.0,10.0,Band D,05-05-2026,,Renewal Proforma Sent,1489,297.8,1786.8,1214,140,135,1786.8,1214.0,140.0,135,,Open,UNKNOWN,1489,1489.0,2,4+,2.0,01-05-2025,Band D,1279.0,2.0,2,2026,01-05-2026
IE0825,01-05-2026,0,9.5,45.0,1489.0,8,9,9.0,9.5,True,False,10-03-2026,2,"Howdens Joinery Ltd, ZIGUP PLC",,06-05-2015,Published,Accredited,y,n,27.5,Accredited,2.0,11.0,Band D,06-05-2026,,Renewal Proforma Sent,1489,297.8,1786.8,1214,140,135,1786.8,1214.0,140.0,135,,Open,UNKNOWN,1489,1489.0,2,4+,2.0,01-05-2025,Band D,1279.0,4.0,2,2026,01-05-2026
NB0197,01-05-2026,0,9.5,46.0,1489.0,9,9,9.0,9.5,True,True,10-03-2026,2,"CBRE, OCS Group UK Limited",,17-05-2012,Published,Accredited,y,y,27.5,Accredited,2.0,14.0,Band D,17-05-2026,,Renewal Proforma Sent,1489,297.8,1786.8,1214,140,135,1786.8,1214.0,140.0,135,,Open,UNKNOWN,1489,1489.0,2,4+,2.0,01-05-2025,Band D,1279.0,2.0,2,2026,01-05-2026
DZ3365,01-05-2026,0,9.5,44.0,1489.0,8,9,9.0,8.5,True,False,06-03-2026,2,"CBRE, Premier Technical Services Group Ltd",,25-05-2022,Published,Accredited,y,n,27.0,Accredited,2.0,4.0,Band D,25-05-2026,,Renewal Proforma Sent,1489,297.8,1786.8,1214,140,135,1786.8,1214.0,140.0,135,,Open,UNKNOWN,1489,1489.0,2,4+,2.0,01-05-2025,Band D,1279.0,1.0,2,2026,01-05-2026
DI2533,01-05-2026,0,9.5,45.5,1489.0,9,9,9.0,9.0,True,True,06-03-2026,2,"London Borough of Southwark, Serco Group Plc",,11-05-2021,Published,Accredited,y,y,27.0,Accredited,2.0,5.0,Band D,11-05-2026,,Renewal Proforma Sent,1489,297.8,1786.8,1214,140,135,1786.8,1214.0,140.0,135,,Open,UNKNOWN,1489,1489.0,2,4+,2.0,01-05-2025,Band D,1279.0,2.0,2,2026,01-05-2026
LW1637,01-05-2026,0,9.5,45.5,1489.0,9,9,9.0,9.0,True,True,09-03-2026,2,"Cardiff University, The Celtic Manor Resort",,20-05-2020,Published,Accredited,y,y,27.0,Accredited,2.0,6.0,Band D,20-05-2026,,Renewal Proforma Sent,1489,297.8,1786.8,1214,140,135,1786.8,1214.0,140.0,135,,Open,UNKNOWN,1489,1489.0,2,4+,2.0,01-05-2025,Band D,1279.0,1.0,2,2026,01-05-2026
MP5961,01-05-2026,0,8.0,44.5,1489.0,9,9,9.0,9.5,True,True,09-03-2026,2,"Knight Frank LLP, Bidwells LLP",,16-05-2017,Published,Accredited,y,y,27.5,Accredited,2.0,9.0,Band D,16-05-2026,,Renewal Proforma Sent,1489,297.8,1786.8,1214,140,135,1786.8,1214.0,140.0,135,,Open,UNKNOWN,1489,1489.0,2,4+,2.0,01-05-2025,Band D,1279.0,3.0,2,2026,01-05-2026
